"Account","Order Date","ChannelAdvisor Order ID","Site Name","SKU","Quantity","Shipment Status Date","Distribution Center","Requested Shipping Carrier Name","Requested Shipping Class Name"
"BW - MISHON","1/17/2023 12:47 PM","6625398","Amazon Seller Central - US","15FBA_C-BLT-0197","2","1/23/2023 6:12 AM","Amazon FBA US Mishon Corporation","AMZN_US","Expedited"
"BW - MISHON","1/19/2023 3:09 PM","6630463","Amazon Seller Central - US","15FBA_K-CVB-0072","1","1/23/2023 6:13 PM","Amazon FBA US Mishon Corporation","UPS","Ground"
"BW - MISHON","1/19/2023 5:46 PM","6630458","Amazon Seller Central - US","15FBA_C-SMO-0181","1","1/23/2023 6:13 PM","Amazon FBA US Mishon Corporation","US Postal Service","Priority Mail"
"BW - MISHON","1/19/2023 8:02 PM","6631268","Amazon Seller Central - US","15FBA_C-CLP-0003","1","1/23/2023 12:13 PM","Amazon FBA US Mishon Corporation","UPS","Ground"
"BW - MISHON","1/20/2023 4:41 PM","6632996","Amazon Seller Central - US","15FBA_C-BLT-0033","1","1/23/2023 6:12 AM","Amazon FBA US Mishon Corporation","AMZN_US","Expedited"
"BW - MISHON","1/21/2023 7:46 PM","6635606","Amazon Seller Central - US","15MIS_K-PAD-0325","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/21/2023 7:46 PM","6635606","Amazon Seller Central - US","15MIS_K-PAD-0305","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/22/2023 1:46 AM","6636213","Amazon Seller Central - US","15MIS_C-PTO-0106","1","1/23/2023 9:18 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/22/2023 2:15 PM","6637946","Amazon Seller Central - US","15FBA_K-CVB-0064","1","1/23/2023 6:12 AM","Amazon FBA US Mishon Corporation","AMZN_US","Standard"
"BW - MISHON","1/22/2023 3:17 PM","6637942","Amazon Seller Central - US","15FBA_K-CVB-0005","1","1/23/2023 12:13 PM","Amazon FBA US Mishon Corporation","US Postal Service","Priority Mail"
"BW - MISHON","1/22/2023 3:32 PM","6637941","Amazon Seller Central - US","15FBA_K-CVB-0011","1","1/23/2023 6:12 AM","Amazon FBA US Mishon Corporation","AMZN_US","Expedited"
"BW - MISHON","1/22/2023 9:44 PM","6638984","Amazon Seller Central - US","15FBA_K-BRS-0009","1","1/23/2023 6:13 PM","Amazon FBA US Mishon Corporation","US Postal Service","Priority Mail"
"BW - MISHON","1/23/2023 12:00 AM","6638974","eBay Motors Fixed Price US","15MIS_C-CBL-0248","1","1/23/2023 8:36 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 12:00 AM","6638998","Amazon Seller Central - US","15MIS_C-CBL-0205","1","1/23/2023 6:35 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:02 AM","6638978","eBay Fixed Price US","15MIS_C-CCH-0105","1","1/23/2023 9:55 AM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 12:11 AM","6638999","Amazon Seller Central - US","15MIS_C-SSL-0036","1","1/23/2023 7:34 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON CAD","23/01/2023 12:14 AM","6639047","Amazon Seller Central - CA","15MIS_K-CVB-0149","1","23/01/2023 10:40 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:14 AM","6639021","Amazon Seller Central - US","15MIS_C-SSL-0009","1","1/23/2023 7:45 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:22 AM","6639034","Amazon Seller Central - US","15KIT_MK1004966","1","1/23/2023 8:06 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 12:22 AM","6639022","Amazon Seller Central - US","15MIS_C-CCH-0111_MPK4","1","1/23/2023 12:39 PM","MISHONM - McDonough","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 12:24 AM","6639023","Amazon Seller Central - US","15MIS_C-IDL-0004","1","1/23/2023 10:07 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:28 AM","6639016","eBay Motors Fixed Price US","15MIS_C-BCH-0001","1","1/23/2023 10:06 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 12:29 AM","6639024","Amazon Seller Central - US","15MIS_C-RTR-0051","1","1/23/2023 9:18 AM","MISHONM - McDonough","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 12:34 AM","6639031","eBay Motors Fixed Price US","15MIS_C-TLA-0006","1","1/23/2023 10:09 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON CAD","23/01/2023 12:38 AM","6639059","Amazon Seller Central - CA","15MIS_C-PTO-0209","1","23/01/2023 11:24 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON CAD","23/01/2023 12:39 AM","6639060","Amazon Seller Central - CA","15MIS_C-SMO-0193","1","23/01/2023 11:23 AM","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 12:40 AM","6639048","Shopify","15MIS_C-CBL-0960","1","1/23/2023 6:32 AM","MISHON - New Dundee","Shopify","Standard"
"BW - MISHON","1/23/2023 12:44 AM","6639038","Amazon Seller Central - US","15MIS_K-CVB-0076","1","1/23/2023 9:01 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:44 AM","6639039","Amazon Seller Central - US","15MIS_C-BLT-0112","1","1/23/2023 10:04 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:50 AM","6639042","eBay Motors Fixed Price US","15PRN_2437-0","1","1/23/2023 8:22 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 12:51 AM","6639053","Amazon Seller Central - US","15KIT_MK1000899","1","1/23/2023 7:48 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 12:55 AM","6639040","eBay Motors Fixed Price US","15MIS_C-SSL-0067","1","1/23/2023 7:47 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 12:56 AM","6639069","Amazon Seller Central - US","15MIS_C-SMO-0109","1","1/23/2023 8:45 AM","MISHONM - McDonough","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 12:57 AM","6639055","Amazon Seller Central - US","15MIS_K-CVB-0005","1","1/23/2023 8:26 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:57 AM","6639054","Amazon Seller Central - US","15MIS_K-CVB-0017","1","1/23/2023 8:50 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 12:59 AM","6639056","Amazon Seller Central - US","15MIS_K-CAX-0049","1","1/23/2023 9:58 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 1:01 AM","6639058","Amazon Seller Central - US","15MIS_K-TRB-0006","1","1/23/2023 10:04 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 1:01 AM","6639057","Amazon Seller Central - US","15MIS_C-SMO-0122","1","1/23/2023 9:46 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON CAD","23/01/2023 1:08 AM","6639081","Amazon Seller Central - CA","15MIS_C-SSL-0010","1","23/01/2023 10:56 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 1:14 AM","6639071","Amazon Seller Central - US","15MIS_C-ISA-0003","1","1/23/2023 6:20 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 1:24 AM","6639072","Amazon Seller Central - US","15MIS_C-SPN-0006_MPK3","1","1/23/2023 9:34 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 1:32 AM","6639084","Amazon Seller Central - US","15KIT_MK1000995","1","1/23/2023 8:37 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 1:32 AM","6639084","Amazon Seller Central - US","15MIS_C-BJT-0007_MPK4","1","1/23/2023 8:37 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 1:39 AM","6639089","Walmart Marketplace","15MIS_C-SSL-0120","1","1/23/2023 9:37 AM","MISHONC - Chesterfield","Walmart","Standard"
"BW - MISHON","1/23/2023 1:45 AM","6639082","eBay Motors Fixed Price US","15MIS_C-SMO-0126","1","1/23/2023 9:40 AM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 1:53 AM","6639090","Amazon Seller Central - US","15MIS_C-CCH-0092_MPK2","1","1/23/2023 8:15 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 2:00 AM","6639086","eBay Motors Fixed Price US","15MIS_K-CRB-0043","1","1/23/2023 1:18 PM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 2:04 AM","6639087","eBay Motors Fixed Price US","15MIS_C-SMO-0107","1","1/23/2023 9:46 AM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 2:22 AM","6639096","Amazon Seller Central - US","15MIS_K-TRE-0081","1","1/23/2023 9:46 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 2:22 AM","6639096","Amazon Seller Central - US","15MIS_C-CBL-0809","2","1/23/2023 9:46 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 2:22 AM","6639096","Amazon Seller Central - US","15MIS_K-TRB-0109","1","1/23/2023 9:46 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 2:22 AM","6639103","Amazon Seller Central - US","15KIT_MK1004142","1","1/23/2023 7:54 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 2:49 AM","6639101","eBay Motors Fixed Price US","15MIS_C-SMO-0032","1","1/23/2023 8:57 AM","MISHONM - McDonough","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 2:51 AM","6639100","Amazon Seller Central - US","15MIS_C-CBL-0389","1","1/23/2023 6:31 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 2:53 AM","6639106","Amazon Seller Central - US","15KIT_MK1004826","1","1/23/2023 10:45 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 3:00 AM","6639115","Amazon Seller Central - US","15MIS_C-DCH-0286","1","1/23/2023 9:18 AM","MISHONM - McDonough","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 3:19 AM","6639111","eBay Fixed Price US","15MIS_C-CCH-0053_MPK3","1","1/23/2023 8:33 AM","MISHONM - McDonough","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 3:20 AM","6639112","eBay Motors Fixed Price US","15MIS_C-BLB-0011_MPK2","1","1/23/2023 7:49 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 3:23 AM","6639114","eBay Motors Fixed Price US","15MIS_C-BCH-0001","2","1/23/2023 10:09 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON CAD","23/01/2023 3:48 AM","6639128","Amazon Seller Central - CA","15MIS_C-CBL-0546","1","23/01/2023 11:19 AM","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 3:49 AM","6639118","Amazon Seller Central - US","15MIS_C-BLB-0014","1","1/23/2023 9:02 AM","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 4:04 AM","6639121","Shopify","15MIS_C-SMO-0050","1","","MISHON - New Dundee","Shopify","Standard"
"BW - MISHON","1/23/2023 4:23 AM","6639127","eBay Fixed Price US","15MIS_C-CCH-0151_MPK10","1","1/23/2023 9:00 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 4:26 AM","6639129","eBay Fixed Price US","15MIS_C-CCH-0198_MPK10","1","1/23/2023 9:11 AM","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 4:27 AM","6639130","Amazon Seller Central - US","15MIS_C-PTO-0176","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 4:31 AM","6639131","Amazon Seller Central - US","15MIS_C-BLB-0038","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 4:39 AM","6639135","Amazon Seller Central - US","15MIS_C-CCH-0008_MPK3","1","1/23/2023 8:24 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 4:41 AM","6639134","Amazon Seller Central - US","15MIS_C-CCH-0114_MPK2","1","1/23/2023 8:51 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 4:49 AM","6639136","Amazon Seller Central - US","15MIS_K-CAX-0014","1","1/23/2023 11:54 AM","MISHONM - McDonough","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 4:53 AM","6639140","Amazon Seller Central - US","15MIS_C-CCH-0044_MPK2","1","1/23/2023 8:39 AM","MISHONM - McDonough","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 4:55 AM","6639139","Amazon Seller Central - US","15KIT_MK1007553","1","1/23/2023 9:25 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 5:02 AM","6639151","Walmart Marketplace","15MIS_K-BRS-0010","1","1/23/2023 9:34 AM","MISHONC - Chesterfield","Walmart","Express"
"BW - MISHON","1/23/2023 5:02 AM","6639137","eBay Motors Fixed Price US","15MIS_C-SMO-0153","1","","MISHON - New Dundee","FedEx","International Priority"
"BW - MISHON","1/23/2023 5:02 AM","6639141","Amazon Seller Central - US","15MIS_C-BLT-0162","2","1/23/2023 11:16 AM","MISHONM - McDonough","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 5:02 AM","6639142","Amazon Seller Central - US","15MIS_C-BLD-0003_MPK3","6","1/23/2023 10:04 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 5:02 AM","6639142","Amazon Seller Central - US","15MIS_C-BLD-0148_MPK3","2","1/23/2023 10:04 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 5:12 AM","6639161","Amazon Seller Central - US","15FBA_C-BLT-0227","1","1/23/2023 6:13 PM","Amazon FBA US Mishon Corporation","AMZN_US","Expedited"
"BW - MISHON","1/23/2023 5:22 AM","6639145","Amazon Seller Central - US","15MIS_C-SPN-0107","1","1/23/2023 12:36 PM","MISHONM - McDonough","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 5:24 AM","6639146","Amazon Seller Central - US","15KIT_MK1002906","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 5:33 AM","6639154","Amazon Seller Central - US","15MIS_C-CBL-0132","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 5:35 AM","6639147","eBay Motors Fixed Price US","15MIS_C-SSL-0010","1","","MISHON - New Dundee","FedEx","International Priority"
"BW - MISHON","1/23/2023 5:42 AM","6639155","Amazon Seller Central - US","15MIS_K-CRB-0039","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 5:46 AM","6639153","eBay Fixed Price US","15MIS_C-CCH-0085","1","1/23/2023 9:55 AM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON CAD","23/01/2023 5:49 AM","6639167","Amazon Seller Central - CA","15MIS_K-CAX-0046","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 5:51 AM","6639156","Amazon Seller Central - US","15MIS_C-DCH-0404","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON CAD","23/01/2023 5:59 AM","6639177","Amazon Seller Central - CA","15MIS_C-SSL-0009","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 6:03 AM","6639162","Amazon Seller Central - US","15MIS_C-CCH-0033_MPK2","1","1/23/2023 10:13 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON CAD","23/01/2023 6:06 AM","6639178","Amazon Seller Central - CA","15MIS_K-PAD-0463","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 6:06 AM","6639163","Amazon Seller Central - US","15MIS_K-CAX-0136","1","1/23/2023 11:51 AM","MISHONM - McDonough","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 6:13 AM","6639171","Amazon Seller Central - US","15MIS_C-CCH-0034","1","1/23/2023 10:13 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 6:13 AM","6639171","Amazon Seller Central - US","15MIS_C-CCH-0086","1","1/23/2023 10:13 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 6:22 AM","6639172","Amazon Seller Central - US","15MIS_C-DCH-0300","1","1/23/2023 10:10 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 6:32 AM","6639186","Amazon Seller Central - US","15MIS_K-CAX-0097_MPK2","1","1/23/2023 11:54 AM","MISHONM - McDonough","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 6:36 AM","6639197","Amazon Seller Central - US","15KIT_MK1001055","1","1/23/2023 10:10 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 6:40 AM","6639176","eBay Motors Fixed Price US","15KIT_MK1001429","2","1/23/2023 11:22 AM","MISHONM - McDonough","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 6:49 AM","6639187","Amazon Seller Central - US","15MIS_C-BLD-0207_MPK3","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 6:52 AM","6639198","Amazon Seller Central - US","15KIT_MK1005772","1","1/23/2023 10:04 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 6:59 AM","6639190","eBay Motors Fixed Price US","15MIS_C-CBL-0348","1","","MISHON - New Dundee","FedEx","International Priority"
"BW - MISHON","1/23/2023 7:00 AM","6639199","Amazon Seller Central - US","15KIT_MK1003486","1","1/23/2023 9:55 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 7:02 AM","6639191","eBay Motors Fixed Price US","15MIS_K-CRB-0035","1","","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 7:04 AM","6639200","Amazon Seller Central - US","15KIT_MK1003072","1","1/23/2023 9:52 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON CAD","23/01/2023 7:10 AM","6639216","Amazon Seller Central - CA","15MIS_C-SMO-0077","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 7:36 AM","6639223","Amazon Seller Central - US","15MIS_C-BLD-0015_MPK3","1","1/23/2023 10:37 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 7:36 AM","6639223","Amazon Seller Central - US","15MIS_C-BLD-0036_MPK3","1","1/23/2023 10:37 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 7:36 AM","6639225","Amazon Seller Central - US","15MIS_C-BLT-0228","1","1/23/2023 12:06 PM","MISHONM - McDonough","Amazon Merchants@","Standard"
"BW - MISHON CAD","23/01/2023 7:37 AM","6639247","Amazon Seller Central - CA","15MIS_C-FPA-0002","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 7:38 AM","6639209","eBay Motors Fixed Price US","15MIS_C-CBL-0247","1","","MISHON - New Dundee","FedEx","International Priority"
"BW - MISHON","1/23/2023 7:38 AM","6639224","Amazon Seller Central - US","15MIS_C-SMO-0059","1","1/23/2023 10:49 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 7:41 AM","6639239","Amazon Seller Central - US","15MIS_C-CCH-0001_MPK10","1","1/23/2023 10:40 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
"BW - MISHON","1/23/2023 7:47 AM","6639220","eBay Fixed Price US","15MIS_C-CCH-0106_MPK5","1","1/23/2023 10:46 AM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 7:47 AM","6639215","Checkout Direct","15MIS_C-CYL-0031","1","1/23/2023 10:16 AM","MISHONC - Chesterfield","",""
"BW - MISHON","1/23/2023 7:47 AM","6639215","Checkout Direct","15MIS_K-GSK-0032","1","1/23/2023 10:16 AM","MISHONC - Chesterfield","",""
"BW - MISHON","1/23/2023 7:53 AM","6639240","Amazon Seller Central - US","15MIS_C-CCH-0086","1","1/23/2023 10:46 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 7:53 AM","6639242","Amazon Seller Central - US","15MIS_K-CAX-0046","1","1/23/2023 10:40 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 7:54 AM","6639241","Amazon Seller Central - US","15MIS_K-CAX-0066","1","1/23/2023 10:40 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 7:58 AM","6639231","eBay Motors Fixed Price US","15MIS_C-SSL-0002","1","","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 8:01 AM","6639235","eBay Motors Fixed Price US","15MIS_C-SSL-0064","1","","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 8:02 AM","6639243","Amazon Seller Central - US","15KIT_MK1004826","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:02 AM","6639236","eBay Motors Fixed Price US","15MIS_C-SMO-0100","1","","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 8:13 AM","6639269","Amazon Seller Central - US","15MIS_C-CCH-0123","5","1/23/2023 10:43 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:18 AM","6639270","Amazon Seller Central - US","15MIS_C-SMO-0035","1","1/23/2023 12:01 PM","MISHONM - McDonough","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:21 AM","6639271","Amazon Seller Central - US","15MIS_C-BJT-0031_MPK2","1","1/23/2023 10:49 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 8:22 AM","6639272","Amazon Seller Central - US","15MIS_C-SPN-0132_MPK3","1","1/23/2023 10:46 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON CAD","23/01/2023 8:23 AM","6639319","Amazon Seller Central - CA","15KIT_MK1002348","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON CAD","23/01/2023 8:25 AM","6639318","Amazon Seller Central - CA","15KIT_MK1004564","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 8:25 AM","6639273","Amazon Seller Central - US","15MIS_C-CCH-0026_MPK2","3","1/23/2023 10:43 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:25 AM","6639274","Amazon Seller Central - US","15MIS_C-BLD-0073_MPK2","1","1/23/2023 10:37 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 8:30 AM","6639259","eBay Fixed Price US","15MIS_C-CCH-0035_MPK2","1","","MISHON - New Dundee","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 8:34 AM","6639283","eBay Motors Fixed Price US","15MIS_K-CAX-0063_MPK2","1","1/23/2023 11:57 AM","MISHONM - McDonough","STANDARD","BEST WAY EBAY"
"BW - MISHON CAD","23/01/2023 8:37 AM","6639343","Amazon Seller Central - CA","15KIT_MK1003052","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 8:39 AM","6639304","Amazon Seller Central - US","15KIT_MK1004859","1","1/23/2023 10:40 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 8:41 AM","6639288","eBay Fixed Price US","15MIS_C-CCH-0085","3","1/23/2023 10:43 AM","MISHONC - Chesterfield","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 8:42 AM","6639305","Amazon Seller Central - US","15KIT_MK1004966","1","1/23/2023 10:40 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime Standard"
"BW - MISHON","1/23/2023 8:43 AM","6639306","Amazon Seller Central - US","15MIS_C-SMO-0118","1","1/23/2023 10:46 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:44 AM","6639307","Amazon Seller Central - US","15MIS_K-CAX-0022","1","1/23/2023 10:43 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:47 AM","6639308","Amazon Seller Central - US","15MIS_C-BLD-0155_MPK2","1","1/23/2023 10:37 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON","1/23/2023 8:48 AM","6639309","Amazon Seller Central - US","15MIS_K-PAD-0157","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:49 AM","6639310","Amazon Seller Central - US","15MIS_K-CAX-0063","2","1/23/2023 11:57 AM","MISHONM - McDonough","Amazon Merchants@","Prime SecondDay"
"BW - MISHON CAD","23/01/2023 8:49 AM","6639369","Amazon Seller Central - CA","15MIS_K-CAX-0025_MPK2","1","","MISHON - New Dundee","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:52 AM","6639335","Amazon Seller Central - US","15MIS_C-CBL-0491","1","1/23/2023 10:49 AM","MISHONC - Chesterfield","Amazon Merchants@","Standard"
"BW - MISHON","1/23/2023 8:53 AM","6639373","Walmart Marketplace","15MIS_C-SSL-0094","1","1/23/2023 10:46 AM","MISHONC - Chesterfield","Walmart","Express"
"BW - MISHON","1/23/2023 8:58 AM","6639336","Amazon Seller Central - US","15MIS_C-CCH-0003_MPK2","1","1/23/2023 10:40 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime SecondDay"
"BW - MISHON CAD","23/01/2023 8:59 AM","6639408","Amazon Seller Central - CA","15MIS_C-SSL-0022","1","","MISHON - New Dundee","Amazon Merchants@","Expedited"
"BW - MISHON","1/23/2023 8:59 AM","6639321","eBay Motors Fixed Price US","15MIS_K-CRB-0046","1","1/23/2023 12:01 PM","MISHONM - McDonough","STANDARD","BEST WAY EBAY"
"BW - MISHON","1/23/2023 9:00 AM","6639363","Amazon Seller Central - US","15MIS_C-SPN-0070","1","1/23/2023 10:49 AM","MISHONC - Chesterfield","Amazon Merchants@","Prime NextDay"
